----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","This program produces physician scientists who have both MD and PhD training, i.e., who receive both
degrees at the completion of the program. MD-PhD graduates have deeper perceptions of medical
significance in biology than do scientists without medical education, more comprehensive
understanding of the limitations in medical practice, and greater ability to transfer basic scientific
advances toward patient care advances. Thus, MD-PhD graduates are positioned to identify and pursue
interdisciplinary approaches to important biomedical problems, and to help bridge the basic and clinical
sciences.","NIGMS","9518947","6/30/2018 12:00:00 AM","PA-16-152","5T32GM079086-12","5","T32","GM","079086","12"," ","MAAS, STEFAN","7/1/2007 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1897049","TOBACMAN, LARRY S","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","098987217","W8XEAJDKMXH3","098987217","W8XEAJDKMXH3","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF MEDICINE","606124305","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","498240","23059"," ","521299",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","Narrative
This application seeks funding to support the training of future physician scientists
through a combined MD and PhD program. Our highly integrated, innovative and
expedient training program is designed to provide instruction, oversight and mentoring in
the basic and clinical sciences, equipping our trainees with a thorough understanding of
experimental design and professional skills to succeed at the forefront of biomedical and
translational research.","NIGMS","9518932","6/8/2018 12:00:00 AM","PA-14-015","5T32GM008208-30","5","T32","GM","008208","30"," ","MAAS, STEFAN","7/1/1987 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1867541","STEINMAN, RICHARD A","Not Applicable","18","INTERNAL MEDICINE/MEDICINE","004514360","MKAGLD59JRL1","004514360","MKAGLD59JRL1","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","152133320","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","996480","46118"," ","1042598",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: The mission of the Yale University MD-PhD Program is to prepare students for successful careers as physician-scientists. Since 1971, 310 students have graduated with MD-PhD degrees, with the majority now holding positions as academic physician-scientists (61%) or post-doctoral trainees in academic medicine or science (21%). This application details innovative approaches that strengthen and integrate research and clinical training for our students, and outlines strategies that will further improve our ability t recruit and educate trainees from groups currently underrepresented in the fields of academic medical science.","NIGMS","9518931","6/27/2018 12:00:00 AM","PA-14-015","5T32GM007205-44","5","T32","GM","007205","44"," ","GINDHART, JOSEPH G","7/1/1975 12:00:00 AM","6/30/2020 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1925241","KAZMIERCZAK, BARBARA I","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","2242080","103766"," ","2345846",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","Public Health Relevance
To advance the understanding and treatment of disease and health-related problems requires diverse thought
processes, tools and technologies across multiple disciplines. Physician scientists play a unique and pivotal
role in leveraging diverse scientific training and medical education and practice to address societies most
fundamental and important health-related problems along a variety of career paths. The Emory Medical
Scientist Training Program is perfectly situated to train the next generation of physician-scientists, building
upon its long history of interdisciplinary research and training in both clinical medical sciences and the
elucidation of disease mechanisms through basic and population based research.","NIGMS","9518924","6/8/2018 12:00:00 AM","PA-16-152","5T32GM008169-32","5","T32","GM","008169","32"," ","GINDHART, JOSEPH G","7/1/1987 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1928282","GROSS, ROBERT E","Not Applicable","05","NEUROSURGERY","066469933","S352L5PJLMP8","066469933","S352L5PJLMP8","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","303224250","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","1096128","50730"," ","1146858",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE   
The University of Iowa MSTP is committed to the goal of training outstanding students for careers as successful physician-scientists. We aspire to train individuals who will be leaders among the next generation of physician-scientists.","NIGMS","9486930","6/27/2018 12:00:00 AM","PA-14-015","5T32GM007337-41","5","T32","GM","007337","41"," ","GINDHART, JOSEPH G","7/1/1977 12:00:00 AM","6/30/2021 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1859868","LENTZ, STEVEN R","GEYER, PAMELA K.","02","INTERNAL MEDICINE/MEDICINE","062761671","Z1H9VJS8NG16","062761671","Z1H9VJS8NG16","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","522421320","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","847008","39201"," ","886209",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: 8. The caliber of MSTP students is excellent, with graduates from leading universities throughout the US. Almost all of our graduates since 1990 have continued to pursue research, around 85 percent in academic positions, thereby enhancing the pool of physician scientists in the United States. This MSTP has grown through expanded research opportunities at UCSD and affiliated institutions, by a growing pool of high quality applicants and faculty and through support from UCSD, Salk and TSRI.","NIGMS","9486928","5/23/2018 12:00:00 AM","PA-14-015","5T32GM007198-44","5","T32","GM","007198","44"," ","MAAS, STEFAN","7/1/1975 12:00:00 AM","6/30/2020 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1881196","INSEL, PAUL A","Not Applicable","52","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","1195776","55342"," ","1251118",
"Health Disparities; Minority Health; Stem Cell Research; Stem Cell Research - Embryonic - Human; Stem Cell Research - Induced Pluripotent Stem Cell; Stem Cell Research - Induced Pluripotent Stem Cell - Human","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: The Medical Science Training Program (MSTP) at the Medical College of Wisconsin (MCW) provides integrated medical and basic science training as the educational foundation for future academic physician scientists. Trainees pursue the combined MD-PhD degrees within a new medical school curriculum that includes early clinical exposure during M1-M2 years of training and participation in an MSTP-specific professional development pathway, which integrates with the Clinical Translational Science Institute. The MD-PhD plays a key role in the research efforts at academic research centers where discoveries in basic research are rapidly translated for the benefit of the nation's pubic heath.","NIGMS","9486953","5/21/2018 12:00:00 AM","PA-11-184","5T32GM080202-09","5","T32","GM","080202","09"," ","MAAS, STEFAN","7/1/2010 12:00:00 AM","6/30/2020 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1864163","BARBIERI, JOSEPH T","Not Applicable","05","MICROBIOLOGY/IMMUN/VIROLOGY","937639060","E8VWJXMMUQ67","937639060","E8VWJXMMUQ67","US","43.04575","-88.020374","46001","MEDICAL COLLEGE OF WISCONSIN","MILWAUKEE","WI","SCHOOLS OF MEDICINE","532263548","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","298944","13836"," ","312780",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE   
Attacking complex diseases such as cancer, arthritis, and Alzheimer's dementia will require a new generation of researchers who are both outstanding physicians and skilled scientists who understand how to harness new technologies to advance human health. This application requests continuing support for the Medical Scientist Training Program at the University of California, San Francisco, which is achieving this goal by offering a rigorous, integrated, and supportive program that results in graduates who hold both M.D. and Ph.D. degrees.","NIGMS","9517936","5/21/2018 12:00:00 AM","PA-14-015","5T32GM007618-41","5","T32","GM","007618","41"," ","MAAS, STEFAN","7/1/1978 12:00:00 AM","6/30/2021 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1928581","ANDERSON, MARK S","Not Applicable","12","PEDIATRICS","094878337","KMH5K9V7S518","094878337","KMH5K9V7S518","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941432510","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","1564877","73789"," ","1638666",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: Relevance: Overall, the program integrates clinical and scientific training of physician scientists in basic and translational biomedical sciences; trainin in these areas can then be applied to a wide range of basic, translational and clinical research. Our mission is to train MD-PhD students for outstanding careers in biomedical research to fill the national need for future physician-scientists.","NIGMS","9743343","7/12/2018 12:00:00 AM","PA-11-184","3T32GM007250-43S1","3","T32","GM","007250","43","S","MAAS, STEFAN","7/1/1975 12:00:00 AM","6/30/2019 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1888529","HARDING, CLIFFORD V","Not Applicable","11","PATHOLOGY","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NCATS","49824","2306"," ","52130",
"Mental Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: 8. The caliber of MSTP students is excellent, with graduates from leading universities throughout the US. Almost all of our graduates since 1990 have continued to pursue research, around 85 percent in academic positions, thereby enhancing the pool of physician scientists in the United States. This MSTP has grown through expanded research opportunities at UCSD and affiliated institutions, by a growing pool of high quality applicants and faculty and through support from UCSD, Salk and TSRI.","NIGMS","9702131","6/5/2018 12:00:00 AM","PA-14-015","3T32GM007198-44S1","3","T32","GM","007198","44","S","MAAS, STEFAN","7/1/1975 12:00:00 AM","6/30/2020 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1881196","INSEL, PAUL A","Not Applicable","52","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIMH","49824","2306"," ","52130",
"No NIH Category available"," ","Medical Scientist Training Program","PROJECT NARRATIVE
Physician-scientists perform a critical role at the interface between basic biomedical research and clinical
medicine. This program will train a diverse group of outstanding students and prepare them to enter the
biomedical research workforce as physician-scientists who will perform basic, translational, and clinical
research. This research will lead to new treatments to prevent or cure disease and improve the health of all
Americans.","NIGMS","9862114","2/8/2019 12:00:00 AM","PA-16-152","6T32GM007288-46","6","T32","GM","007288","46"," ","MAAS, STEFAN","7/1/1975 12:00:00 AM","6/30/2023 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1859306","AKABAS, MYLES H.","Not Applicable","14","Unavailable","081266487","H6N1ZF5HJ2G3","081266487","H6N1ZF5HJ2G3","US"," "," ","10053556","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","Domestic Higher Education","104611900","UNITED STATES","N","1/1/2019 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","797225","36898"," ","415313",
"Health Disparities; Minority Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","PUBLIC HEALTH RELEVANCE: The mission of the UCLA-Caltech MSTP is to promote the training of outstanding physician-scientists. The goal is to transform the future of clinical medicine by educating a cadre of doctors who will engage in both clinical care and biomedical research. Such an integration of clinical medicine and scientific research is likely to lead to an improved understanding of human disease and to the discovery of effective new cures for disease.","NIGMS","9675495","6/11/2018 12:00:00 AM","PA-11-184","3T32GM008042-35S1","3","T32","GM","008042","35","S","MAAS, STEFAN","7/1/1983 12:00:00 AM","6/30/2019 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","8555994","PORTERA-CAILLIAU, CARLOS ","JONES, DANA LEANNE","33","NONE","092530369","RN64EPNH8JC6","092530369","RN64EPNH8JC6","US","34.104809","-118.41105","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","900952000","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","859","Training, Institutional","2018"," "," ","NIGMS","1245600","57648"," ","1292534",
